Date,Time,Symbol,Entry,Exit,Qty,PnL,Reason
2026-07-09,14:49:08,AGARWALEYE,483.4,492.2,206,1812.8,MANUAL_EXIT
2026-07-09,14:49:12,IFBIND,1285.0,1282.1,77,-223.3,MANUAL_EXIT
2026-07-09,14:49:17,HERITGFOOD,332.8,336.0,300,960.0,MANUAL_EXIT
2026-07-09,14:49:21,ENTERO,1199.4,1212.1,83,1054.1,MANUAL_EXIT
2026-07-09,14:49:22,IKS,1864.0,1874.0,53,530.0,MANUAL_EXIT
2026-07-09,14:49:27,DEEPAKNTR,1604.0,1624.0,62,1240.0,MANUAL_EXIT
2026-07-09,14:49:31,DEEPAKFERT,1554.8,1547.4,64,-473.6,MANUAL_EXIT
2026-07-09,14:49:33,EUREKAFORB,451.45,452.0,221,121.55,MANUAL_EXIT
2026-07-09,14:49:42,IGIL,346.1,343.35,288,-792.0,MANUAL_EXIT
2026-07-09,14:50:33,APLLTD,823.0,817.6,121,-653.4,MANUAL_EXIT
2026-07-09,14:50:33,JBMA,674.9,672.2,148,-399.6,MANUAL_EXIT
2026-07-09,14:50:38,GOKEX,833.0,831.65,120,-162.0,MANUAL_EXIT
2026-07-09,14:50:50,AVANTIFEED,931.15,923.35,107,-834.6,MANUAL_EXIT
2026-07-09,14:51:12,DIACABS,243.51,240.3,410,-1316.1,MANUAL_EXIT
2026-07-09,14:52:26,DBL,424.1,423.2,235,-211.5,MANUAL_EXIT
2026-07-09,14:53:55,ASHAPURMIN,641.95,638.7,155,-503.75,MANUAL_EXIT
2026-07-09,14:59:15,CORONA,2040.7,2017.0,49,-1161.3,MANUAL_EXIT
2026-07-09,14:59:25,360ONE,1103.6,1104.4,90,72.0,MANUAL_EXIT
2026-07-09,14:59:27,AEGISLOG,1251.4,1250.5,79,-71.1,MANUAL_EXIT
2026-07-09,14:59:29,BPCL,307.95,307.95,324,0.0,MANUAL_EXIT
2026-07-09,14:59:30,INDIAMART,1924.4,1924.3,51,-5.1,MANUAL_EXIT
2026-07-09,14:59:33,ASAHIINDIA,889.65,889.7,112,5.6,MANUAL_EXIT
2026-07-09,14:59:35,CUPID,210.26,210.36,475,47.5,MANUAL_EXIT
2026-07-09,14:59:38,CRAFTSMAN,9289.5,9290.0,10,5.0,MANUAL_EXIT
2026-07-09,14:59:47,ANANDRATHI,2091.3,2091.3,47,0.0,MANUAL_EXIT
2026-07-09,15:00:16,HOMEFIRST,1204.6,1205.3,83,58.1,MANUAL_EXIT
2026-07-09,15:11:44,GMMPFAUDLR,773.0,765.55,129,-961.05,MANUAL_EXIT
2026-07-10,09:45:42,ASAHIINDIA,912.05,926.25,109,1547.8,TARGET
2026-07-10,09:49:19,ATGL,715.55,728.95,139,1862.6,TARGET
2026-07-10,10:00:03,ADANIPORTS,1820.9,1843.9,54,1242.0,TARGET
2026-07-10,10:01:23,ADANIENSOL,1640.4,1662.0,60,1296.0,TARGET
2026-07-10,10:03:04,DOMS,2348.4,2389.0,42,1705.2,TARGET
2026-07-10,10:06:22,CRISIL,4115.0,4191.0,24,1824.0,TARGET
2026-07-10,10:17:58,IFBIND,1311.0,1339.5,76,2166.0,TARGET
2026-07-10,10:21:26,AKUMS,669.85,686.85,149,2533.0,TARGET
2026-07-10,10:22:15,GODREJPROP,2056.6,2094.3,48,1809.6,TARGET
2026-07-10,10:31:42,CONCORDBIO,1324.0,1302.3,75,-1627.5,STOPLOSS
2026-07-10,10:31:52,AEGISLOG,1292.0,1258.5,77,-2579.5,STOPLOSS
2026-07-10,10:37:16,BRIGADE,540.75,555.4,184,2695.6,TARGET
2026-07-10,10:50:22,EICHERMOT,7439.0,7340.5,13,-1280.5,STOPLOSS
2026-07-10,11:11:10,HBLENGINE,776.5,763.4,128,-1676.8,STOPLOSS
2026-07-10,11:12:18,GRWRHITECH,6994.5,7128.0,14,1869.0,TARGET
2026-07-10,11:16:55,BIOCON,410.15,418.3,243,1980.45,TARGET
2026-07-10,11:20:57,CENTURYPLY,780.9,796.9,128,2048.0,TARGET
2026-07-10,11:40:31,AFFLE,1494.9,1466.0,66,-1907.4,STOPLOSS
2026-07-10,11:43:24,AARTIIND,480.6,494.0,208,2787.2,TARGET
2026-07-10,11:45:22,EIEL,233.83,240.85,427,2997.54,TARGET
2026-07-10,11:52:17,GODREJIND,1246.5,1285.2,80,3096.0,TARGET
2026-07-10,12:00:10,GODFRYPHLP,2129.0,2104.9,46,-1108.6,STOPLOSS
2026-07-10,12:06:12,CAPLIPOINT,2644.0,2596.3,37,-1764.9,STOPLOSS
2026-07-10,12:23:04,IONEXCHANG,410.65,420.65,243,2430.0,TARGET
2026-07-10,12:40:05,INDIANB,807.3,822.8,123,1906.5,TARGET
2026-07-10,12:42:52,ARVIND,541.65,526.0,184,-2879.6,STOPLOSS
2026-07-10,13:26:10,CHOLAFIN,1826.0,1802.9,54,-1247.4,STOPLOSS
2026-07-10,13:37:59,ICICIPRULI,500.9,511.85,199,2179.05,TARGET
2026-07-10,13:48:37,GODIGIT,306.55,314.2,326,2493.9,TARGET
2026-07-10,13:52:48,CDSL,1395.0,1439.5,71,3159.5,TARGET
2026-07-10,13:53:28,GREAVESCOT,241.4,248.79,414,3059.46,TARGET
2026-07-10,14:05:43,AEGISVOPAK,282.14,290.69,354,3026.7,TARGET
2026-07-10,14:11:31,CREDITACC,1567.0,1527.4,63,-2494.8,STOPLOSS
2026-07-10,14:16:22,HINDALCO,981.3,967.8,101,-1363.5,STOPLOSS
2026-07-10,14:23:06,AXISCADES,1635.9,1590.6,61,-2763.3,STOPLOSS
2026-07-10,14:38:11,BORORENEW,666.0,643.0,150,-3450.0,STOPLOSS
2026-07-10,14:59:19,ARVINDFASN,475.55,465.4,210,-2131.5,STOPLOSS
2026-07-10,15:00:03,CRAFTSMAN,9382.5,9265.0,10,-1175.0,STOPLOSS
2026-07-10,15:02:26,J&KBANK,174.19,182.24,574,4620.7,TARGET
2026-07-10,15:06:04,ENTERO,1243.6,1213.8,80,-2384.0,STOPLOSS
2026-07-10,15:09:09,AWFIS,316.05,304.05,316,-3792.0,STOPLOSS
2026-07-10,15:13:28,ECLERX,1591.4,1625.0,62,2083.2,TARGET
2026-07-10,15:15:00,GRSE,2652.7,2659.6,37,255.3,TIME_EXIT
2026-07-10,15:15:00,NYKAA,329.6,330.6,303,303.0,TIME_EXIT
2026-07-10,15:15:00,INDIAGLYCO,1060.75,1067.85,94,667.4,TIME_EXIT
2026-07-10,15:15:00,DALBHARAT,1779.4,1783.9,56,252.0,TIME_EXIT
2026-07-10,15:15:00,ABREL,1431.9,1449.8,69,1235.1,TIME_EXIT
2026-07-10,15:15:00,APLLTD,829.8,838.7,120,1068.0,TIME_EXIT
2026-07-10,15:15:00,GRAPHITE,604.95,612.25,165,1204.5,TIME_EXIT
2026-07-10,15:15:00,GRANULES,893.85,890.8,111,-338.55,TIME_EXIT
2026-07-10,15:15:00,JSWINFRA,330.85,328.8,302,-619.1,TIME_EXIT
2026-07-10,15:15:00,ADANIPOWER,220.28,218.26,453,-915.06,TIME_EXIT
2026-07-10,15:15:00,GALLANTT,673.9,667.7,148,-917.6,TIME_EXIT
2026-07-10,15:15:00,EMIL,135.71,134.7,736,-743.36,TIME_EXIT
2026-07-10,15:15:00,ANANTRAJ,585.75,585.8,170,8.5,TIME_EXIT
2026-07-10,15:15:01,BALKRISIND,2261.9,2253.0,44,-391.6,TIME_EXIT
2026-07-10,15:15:00,DATAMATICS,896.3,899.35,111,338.55,TIME_EXIT
2026-07-10,15:15:00,CROMPTON,264.3,261.85,378,-926.1,TIME_EXIT
2026-07-10,15:15:01,IPCALAB,1796.5,1790.4,55,-335.5,TIME_EXIT
2026-07-10,15:15:01,CIPLA,1453.1,1436.6,68,-1122.0,TIME_EXIT
2026-07-10,15:15:01,HAPPSTMNDS,381.7,387.05,261,1396.35,TIME_EXIT
2026-07-10,15:15:01,CUMMINSIND,5709.0,5626.5,17,-1402.5,TIME_EXIT
2026-07-10,15:15:02,CELLO,365.3,369.25,273,1078.35,TIME_EXIT
2026-07-10,15:15:02,ATHERENERG,1224.5,1227.0,81,202.5,TIME_EXIT
2026-07-10,15:15:02,BHEL,393.4,394.95,254,393.7,TIME_EXIT
2026-07-10,15:15:02,JIOFIN,238.9,241.79,418,1208.02,TIME_EXIT
2026-07-10,15:15:02,CHOICEIN,843.0,834.85,118,-961.7,TIME_EXIT
2026-07-10,15:15:02,BSOFT,289.35,290.3,345,327.75,TIME_EXIT
2026-07-10,15:15:02,IREDA,125.4,126.34,797,749.18,TIME_EXIT
2026-07-10,15:15:02,CAMS,787.7,789.5,126,226.8,TIME_EXIT
2026-07-10,15:15:02,CGCL,263.25,252.71,379,-3994.66,TIME_EXIT
2026-07-10,15:15:03,COHANCE,452.15,451.8,221,-77.35,TIME_EXIT
2026-07-10,15:15:03,ACC,1386.8,1383.1,72,-266.4,TIME_EXIT
2026-07-10,15:15:03,BANDHANBNK,206.81,210.63,483,1845.06,TIME_EXIT
2026-07-10,15:15:04,HINDCOPPER,506.8,498.95,197,-1546.45,TIME_EXIT
2026-07-10,15:15:03,DEEPAKNTR,1663.8,1646.5,60,-1038.0,TIME_EXIT
2026-07-10,15:15:04,INDGN,515.5,509.85,193,-1090.45,TIME_EXIT
2026-07-10,15:15:04,ANANDRATHI,2142.5,2152.1,46,441.6,TIME_EXIT
2026-07-10,15:15:05,CARTRADE,2802.0,2813.4,35,399.0,TIME_EXIT
2026-07-10,15:15:05,ABCAPITAL,407.3,408.75,245,355.25,TIME_EXIT
2026-07-10,15:15:05,GPIL,255.05,254.15,392,-352.8,TIME_EXIT
2026-07-10,15:15:05,BALUFORGE,464.6,464.7,215,21.5,TIME_EXIT
2026-07-10,15:15:05,EMAMILTD,422.1,420.65,236,-342.2,TIME_EXIT
2026-07-10,15:15:05,GLAND,2497.2,2479.8,40,-696.0,TIME_EXIT
2026-07-10,15:15:05,CHENNPETRO,1167.9,1176.5,85,731.0,TIME_EXIT
2026-07-10,15:15:05,INDIGO,5333.0,5305.0,18,-504.0,TIME_EXIT
2026-07-10,15:15:05,HEG,543.35,545.4,184,377.2,TIME_EXIT
2026-07-10,15:15:05,HOMEFIRST,1215.2,1220.3,82,418.2,TIME_EXIT
2026-07-10,15:15:06,JSWSTEEL,1248.0,1245.9,80,-168.0,TIME_EXIT
2026-07-10,15:15:06,IIFL,551.6,553.1,181,271.5,TIME_EXIT
2026-07-10,15:15:06,GLENMARK,2291.5,2281.2,43,-442.9,TIME_EXIT
2026-07-10,15:15:06,AADHARHFC,539.0,533.55,185,-1008.25,TIME_EXIT
2026-07-10,15:15:06,FIRSTCRY,209.31,213.09,477,1803.06,TIME_EXIT
2026-07-10,15:15:06,BLUESTONE,580.4,582.05,172,283.8,TIME_EXIT
2026-07-10,15:15:07,BHARTIHEXA,1590.6,1601.4,62,669.6,TIME_EXIT
2026-07-10,15:15:07,AUBANK,1065.9,1072.7,93,632.4,TIME_EXIT
2026-07-10,15:15:07,FINCABLES,1059.4,1054.8,94,-432.4,TIME_EXIT
2026-07-10,15:15:08,ERIS,1438.4,1426.1,69,-848.7,TIME_EXIT
2026-07-10,15:15:08,INDUSTOWER,403.7,405.55,247,456.95,TIME_EXIT
2026-07-10,15:15:08,BLACKBUCK,577.75,579.1,173,233.55,TIME_EXIT
2026-07-10,15:15:09,HDBFS,749.15,755.9,133,897.75,TIME_EXIT
2026-07-10,15:15:09,DRREDDY,1247.4,1246.6,80,-64.0,TIME_EXIT
2026-07-10,15:15:09,AMBER,7781.0,7780.5,12,-6.0,TIME_EXIT
2026-07-10,15:15:09,GRAVITA,1865.0,1854.4,53,-561.8,TIME_EXIT
2026-07-10,15:15:10,JUBLINGREA,728.8,722.45,137,-869.95,TIME_EXIT
2026-07-10,15:15:11,BIRLACORPN,963.95,964.0,103,5.15,TIME_EXIT
2026-07-10,15:15:11,DLF,675.0,685.0,148,1480.0,TIME_EXIT
2026-07-10,15:15:12,JINDALSTEL,1052.4,1050.5,95,-180.5,TIME_EXIT
2026-07-10,15:15:15,AWL,189.84,189.94,526,52.6,TIME_EXIT
2026-07-10,15:15:15,BALAMINES,2391.6,2416.8,41,1033.2,TIME_EXIT
2026-07-10,15:15:15,CANFINHOME,931.0,922.65,107,-893.45,TIME_EXIT
2026-07-10,15:15:15,APLAPOLLO,1817.2,1835.8,55,1023.0,TIME_EXIT
2026-07-10,15:15:15,JKPAPER,363.5,363.85,275,96.25,TIME_EXIT
2026-07-10,15:15:16,ACI,533.3,526.7,187,-1234.2,TIME_EXIT
2026-07-10,15:15:15,JSFB,477.0,474.35,209,-553.85,TIME_EXIT
2026-07-10,15:15:17,JSLL,596.95,592.9,167,-676.35,TIME_EXIT
2026-07-10,15:15:19,JSL,723.2,714.7,138,-1173.0,TIME_EXIT
2026-07-10,15:15:18,AVL,643.95,635.2,155,-1356.25,TIME_EXIT
2026-07-10,15:15:19,HINDZINC,543.55,537.5,183,-1107.15,TIME_EXIT
2026-07-10,15:15:19,DATAPATTNS,4324.9,4342.0,23,393.3,TIME_EXIT
2026-07-10,15:15:20,CIEINDIA,470.5,464.4,212,-1293.2,TIME_EXIT
2026-07-10,15:15:21,CHALET,827.6,839.8,120,1464.0,TIME_EXIT
2026-07-10,15:15:22,FORTIS,960.1,967.5,104,769.6,TIME_EXIT
2026-07-10,15:15:23,JBMA,684.55,684.3,146,-36.5,TIME_EXIT
2026-07-10,15:15:23,BLUESTARCO,1639.0,1658.0,61,1159.0,TIME_EXIT
2026-07-10,15:15:25,JUBLFOOD,438.95,438.0,227,-215.65,TIME_EXIT
2026-07-10,15:15:25,FSL,253.6,258.86,331,1741.06,TIME_EXIT
2026-07-10,15:15:59,INDIGOPNTS,1061.0,1054.3,94,-629.8,TIME_EXIT
2026-07-10,15:15:05,ELLEN,283.9,294.25,352,3643.2,TIME_EXIT
2026-07-10,15:16:02,CAMPUS,230.59,231.38,433,342.07,TIME_EXIT
2026-07-10,15:16:03,IKS,1900.6,1928.9,52,1471.6,TIME_EXIT
2026-07-10,15:16:02,CONCOR,468.25,463.8,213,-947.85,TIME_EXIT
2026-07-10,15:16:03,INDIASHLTR,797.6,800.0,125,300.0,TIME_EXIT
2026-07-10,15:16:01,IMFA,1393.8,1401.2,71,525.4,TIME_EXIT
2026-07-10,15:16:03,CORONA,2055.0,2044.1,48,-523.2,TIME_EXIT
2026-07-10,15:16:01,MAPMYINDIA,1098.25,1084.2,89,-1250.45,TIME_EXIT
2026-07-10,15:16:02,GLAXO,2449.3,2437.5,40,-472.0,TIME_EXIT
2026-07-10,15:22:02,BATAINDIA,691.0,690.3,144,-100.8,MANUAL_EXIT
2026-07-15,10:02:31,MSTCLTD,663.0,673.3,150,1545.0,TARGET
2026-07-15,10:54:35,SIGNATURE,844.05,866.15,118,2607.8,TARGET
2026-07-15,10:56:23,ZFCVINDIA,2336.0,2373.5,42,1575.0,TARGET
2026-07-15,11:17:00,METROPOLIS,570.6,584.3,175,2397.5,TARGET
2026-07-15,11:20:39,APLLTD,828.45,842.85,120,1728.0,TARGET
2026-07-15,11:45:35,AZAD,2424.9,2372.7,41,-2140.2,STOPLOSS
2026-07-15,12:05:19,GROWW,210.28,218.37,475,3842.75,TARGET
2026-07-15,12:18:47,TIMETECHNO,186.48,193.03,536,3510.8,TARGET
2026-07-15,12:40:49,FIVESTAR,557.55,545.1,179,-2228.55,STOPLOSS
2026-07-15,12:40:31,ASAHIINDIA,933.8,917.55,107,-1738.75,STOPLOSS
2026-07-15,12:48:12,COROMANDEL,2097.0,2069.6,47,-1287.8,STOPLOSS
2026-07-15,13:00:28,LATENTVIEW,303.95,297.0,329,-2286.55,STOPLOSS
2026-07-15,13:08:43,UPL,604.2,588.35,165,-2615.25,STOPLOSS
2026-07-15,13:23:49,CUPID,222.44,215.45,449,-3138.51,STOPLOSS
2026-07-15,13:28:27,LGEINDIA,1533.4,1559.6,65,1703.0,TARGET
2026-07-15,13:42:14,DATAMATICS,871.05,852.0,114,-2171.7,STOPLOSS
2026-07-15,13:44:19,LALPATHLAB,1773.3,1744.0,56,-1640.8,STOPLOSS
2026-07-15,14:10:10,INDIACEM,381.0,389.25,262,2161.5,TARGET
2026-07-15,15:13:05,BDL,1288.6,1271.7,77,-1301.3,STOPLOSS
2026-07-15,15:15:00,BLS,237.55,235.7,420,-777.0,TIME_EXIT
2026-07-15,15:15:00,SKFINDUS,2790.6,2750.0,35,-1421.0,TIME_EXIT
2026-07-15,15:15:00,HINDPETRO,395.1,394.35,253,-189.75,TIME_EXIT
2026-07-15,15:15:00,RAINBOW,1498.0,1501.0,66,198.0,TIME_EXIT
2026-07-15,15:15:00,ALKEM,5656.0,5663.5,17,127.5,TIME_EXIT
2026-07-15,15:15:00,SBILIFE,1875.0,1866.0,53,-477.0,TIME_EXIT
2026-07-15,15:15:00,INDUSINDBK,1016.5,1007.55,98,-877.1,TIME_EXIT
2026-07-15,15:15:00,KALYANKJIL,536.95,547.55,186,1971.6,TIME_EXIT
2026-07-15,15:15:00,VIJAYA,1395.0,1389.0,71,-426.0,TIME_EXIT
2026-07-15,15:15:00,CHOLAFIN,1816.4,1799.8,55,-913.0,TIME_EXIT
2026-07-15,15:15:00,HOMEFIRST,1239.4,1243.7,80,344.0,TIME_EXIT
2026-07-15,15:15:00,PNBHOUSING,1116.5,1106.0,89,-934.5,TIME_EXIT
2026-07-15,15:15:00,BHEL,411.5,414.9,243,826.2,TIME_EXIT
2026-07-15,15:15:00,JWL,260.9,255.55,383,-2049.05,TIME_EXIT
2026-07-15,15:15:00,INDHOTEL,739.8,743.2,135,459.0,TIME_EXIT
2026-07-15,15:15:00,LXCHEM,169.13,168.47,591,-390.06,TIME_EXIT
2026-07-15,15:15:01,ETERNAL,292.25,294.5,342,769.5,TIME_EXIT
2026-07-15,15:15:00,PINELABS,162.04,157.13,617,-3029.47,TIME_EXIT
2026-07-15,15:15:00,HEXT,566.0,565.25,176,-132.0,TIME_EXIT
2026-07-15,15:15:00,AAVAS,1483.2,1498.3,67,1011.7,TIME_EXIT
2026-07-15,15:15:01,SBIN,1032.2,1030.2,96,-192.0,TIME_EXIT
2026-07-15,15:15:00,RALLIS,238.36,237.98,419,-159.22,TIME_EXIT
2026-07-15,15:15:01,NAUKRI,1202.25,1186.65,83,-1294.8,TIME_EXIT
2026-07-15,15:15:02,J&KBANK,183.89,182.17,543,-933.96,TIME_EXIT
2026-07-15,15:15:02,CHOLAHLDNG,1610.1,1598.8,62,-700.6,TIME_EXIT
2026-07-15,15:15:02,JUBLINGREA,744.6,737.55,134,-944.7,TIME_EXIT
2026-07-15,15:15:02,IGIL,354.0,353.35,282,-183.3,TIME_EXIT
2026-07-15,15:15:02,LTM,4087.0,4050.3,24,-880.8,TIME_EXIT
2026-07-15,15:15:03,HEG,578.35,584.75,172,1100.8,TIME_EXIT
2026-07-15,15:15:03,BANDHANBNK,215.75,216.48,463,337.99,TIME_EXIT
2026-07-15,15:15:02,NAZARA,309.0,309.45,323,145.35,TIME_EXIT
2026-07-15,15:15:03,PARKHOSPS,292.85,291.05,341,-613.8,TIME_EXIT
2026-07-15,15:15:03,IIFL,545.75,543.15,183,-475.8,TIME_EXIT
2026-07-15,15:15:03,GAIL,173.46,173.24,576,-126.72,TIME_EXIT
2026-07-15,15:15:04,FORTIS,985.1,974.8,101,-1040.3,TIME_EXIT
2026-07-15,15:15:04,ANGELONE,343.55,343.4,291,-43.65,TIME_EXIT
2026-07-15,15:15:04,TMCV,428.9,423.75,233,-1199.95,TIME_EXIT
2026-07-15,15:15:04,NH,2030.1,2034.4,49,210.7,TIME_EXIT
2026-07-15,15:15:04,HBLENGINE,756.95,754.9,132,-270.6,TIME_EXIT
2026-07-15,15:15:05,SUPREMEIND,3473.6,3464.3,28,-260.4,TIME_EXIT
2026-07-15,15:15:05,POONAWALLA,481.7,474.95,207,-1397.25,TIME_EXIT
2026-07-15,15:15:05,GNFC,503.6,498.15,198,-1079.1,TIME_EXIT
2026-07-15,15:15:06,ASTRAMICRO,1772.1,1752.4,56,-1103.2,TIME_EXIT
2026-07-15,15:15:07,ATHERENERG,1286.5,1298.7,77,939.4,TIME_EXIT
2026-07-15,15:15:07,DCBBANK,190.92,189.52,523,-732.2,TIME_EXIT
2026-07-15,15:15:07,ACUTAAS,3559.4,3550.0,28,-263.2,TIME_EXIT
2026-07-15,15:15:08,ROUTE,583.25,578.1,171,-880.65,TIME_EXIT
2026-07-15,15:15:08,ELLEN,295.65,294.7,338,-321.1,TIME_EXIT
2026-07-15,15:15:08,EICHERMOT,7393.0,7408.5,13,201.5,TIME_EXIT
2026-07-15,15:15:09,FLUOROCHEM,4050.2,4134.9,24,2032.8,TIME_EXIT
2026-07-15,15:15:09,IOC,140.1,140.29,713,135.47,TIME_EXIT
2026-07-15,15:15:09,HDFCLIFE,568.8,567.9,175,-157.5,TIME_EXIT
2026-07-15,15:15:09,TITAGARH,882.25,878.0,113,-480.25,TIME_EXIT
2026-07-15,15:15:09,LENSKART,542.75,544.4,184,303.6,TIME_EXIT
2026-07-15,15:15:09,HDBFS,756.8,747.9,132,-1174.8,TIME_EXIT
2026-07-15,15:15:10,MRPL,160.9,157.83,621,-1906.47,TIME_EXIT
2026-07-15,15:15:10,HSCL,683.0,680.75,146,-328.5,TIME_EXIT
2026-07-15,15:15:37,CRISIL,4135.0,4208.0,24,1752.0,TIME_EXIT
2026-07-15,15:15:31,BALAMINES,2371.0,2316.9,42,-2272.2,TIME_EXIT
2026-07-15,15:15:36,JSL,727.3,724.3,137,-411.0,TIME_EXIT
2026-07-15,15:15:37,RVNL,231.95,226.82,431,-2211.03,TIME_EXIT
2026-07-15,15:15:35,TDPOWERSYS,1173.4,1173.8,85,34.0,TIME_EXIT
2026-07-15,15:15:34,MARKSANS,274.4,275.35,364,345.8,TIME_EXIT
2026-07-15,15:15:35,BANCOINDIA,672.6,666.2,148,-947.2,TIME_EXIT
2026-07-15,15:15:33,JKCEMENT,5425.0,5425.5,18,9.0,TIME_EXIT
2026-07-15,15:15:29,QUESS,302.15,293.05,330,-3003.0,TIME_EXIT
2026-07-15,15:15:34,RITES,225.51,222.78,443,-1209.39,TIME_EXIT
2026-07-15,15:15:34,IRCON,132.27,130.37,756,-1436.4,TIME_EXIT
2026-07-15,15:15:27,STYL,401.75,400.0,248,-434.0,TIME_EXIT
2026-07-15,15:15:32,CONCORDBIO,1358.7,1340.7,73,-1314.0,TIME_EXIT
2026-07-15,15:15:34,AFFLE,1522.8,1501.7,65,-1371.5,TIME_EXIT
2026-07-15,15:15:36,AARTIIND,504.35,501.15,198,-633.6,TIME_EXIT
2026-07-15,15:15:37,HFCL,223.34,223.09,447,-111.75,TIME_EXIT
2026-07-15,15:15:36,ZENTEC,1828.0,1822.9,54,-275.4,TIME_EXIT
2026-07-15,15:15:33,AWFIS,294.6,292.15,339,-830.55,TIME_EXIT
2026-07-15,15:15:36,KARURVYSYA,307.6,305.3,325,-747.5,TIME_EXIT
2026-07-15,15:15:37,INDIAMART,1949.2,1951.9,51,137.7,TIME_EXIT
2026-07-15,15:15:36,FACT,852.0,851.0,117,-117.0,TIME_EXIT
2026-07-15,15:15:36,VIKRAMSOLR,195.81,193.65,510,-1101.6,TIME_EXIT
2026-07-15,15:15:30,IFBIND,1401.9,1374.6,71,-1938.3,TIME_EXIT
2026-07-15,15:15:31,FSL,266.27,261.7,375,-1713.75,TIME_EXIT
2026-07-15,15:15:27,SKYGOLD,635.8,629.65,157,-965.55,TIME_EXIT
2026-07-15,15:15:38,INDIGO,5215.5,5170.5,19,-855.0,TIME_EXIT
2026-07-15,15:15:33,TEXRAIL,120.08,118.5,832,-1314.56,TIME_EXIT
2026-07-15,15:15:37,IONEXCHANG,451.8,443.9,221,-1745.9,TIME_EXIT
2026-07-15,15:15:37,RAMCOCEM,944.85,933.15,105,-1228.5,TIME_EXIT
2026-07-15,15:15:35,POLICYBZR,1603.0,1610.1,62,440.2,TIME_EXIT
2026-07-15,15:15:36,CEATLTD,3780.8,3792.5,26,304.2,TIME_EXIT
2026-07-15,15:15:35,PRICOLLTD,623.35,618.25,160,-816.0,TIME_EXIT
2026-07-15,15:15:36,ICICIGI,1813.0,1814.5,55,82.5,TIME_EXIT
2026-07-15,15:15:35,ZYDUSWELL,585.4,577.75,170,-1300.5,TIME_EXIT
2026-07-15,15:15:35,SPARC,254.46,250.9,392,-1395.52,TIME_EXIT
2026-07-15,15:15:36,AETHER,1464.1,1471.5,68,503.2,TIME_EXIT
2026-07-15,15:15:26,RHIM,412.95,406.6,242,-1536.7,TIME_EXIT
2026-07-15,15:15:29,RELIGARE,266.35,268.5,375,806.25,TIME_EXIT
2026-07-15,15:15:36,KANSAINER,201.49,203.0,496,748.96,TIME_EXIT
2026-07-15,15:15:37,HCLTECH,1179.0,1168.0,84,-924.0,TIME_EXIT
2026-07-15,15:15:32,JKPAPER,379.55,374.6,263,-1301.85,TIME_EXIT
2026-07-15,15:15:34,ALKYLAMINE,1896.1,1886.0,27,-272.7,TIME_EXIT
2026-07-15,15:15:38,YATHARTH,843.95,841.65,118,-271.4,TIME_EXIT
2026-07-15,10:02:31,2026-07-15,10:18:12,941,TEST,100,100.25,105.75,550.0,TARGET
